words,sentiment_coefficient
UNILAG,-56.77082630682317
Upload,-53.23946703255174
August,-49.12302138772228
choosing,-48.491612212954145
BukolaBraid,-48.299026896392895
effective,-56.759260607815044
1003100532,-56.631641261037004
werey,-53.7625368403214
happiest,-50.247166914914104
Cause,-52.687282527536716
Abuja,-55.30262131838317
reviewed,-52.894437125682124
doubt,-55.09416864840873
SwitchtoV,-41.52597602986439
stressing,-54.66330723504487
250k,-54.998547302270055
confirming,-51.75677814192227
Yet,-59.18060835206665
weve,-54.061312092085686
Remember,-53.44170181734461
options,-60.21199228942408
cus,-53.15483013608571
PS,-57.20285798584913
officialEFCC,-40.53495315702987
gain,-57.789517864211106
Emmanuel,-53.37820065293384
closing,-59.77982321132071
12,-56.69841808888858
stage,-51.70310448420762
1003774991,-58.057116216284825
battery,-57.456306859249935
itziykedave,-43.82153750311344
wouldnt,-56.23785300972648
prepared,-52.74441853050122
hi,-50.198271796257885
questions,-53.81081514715384
may_day,-16.91819124453508
Acct,-53.15048785501338
MENTOSNigeria,-52.517402792325214
enables,-36.06669688026752
table,-53.280739808247304
gather,-56.41859620158028
deposited,-55.85524240079773
daddy,-59.371843687757504
status,-55.10898315522374
MustyLatarima,-57.602213474861074
payments,-52.88299866005915
let’s,-55.475717562455415
Ur,-49.02125563035714
PolarisBankLtd,-51.10675645582508
encounter,-28.50238881990603
Facebook,-50.57903072170177
Commercial,-49.11454848588056
debt,-53.8459247027395
bought,-54.91966880327048
PR,-56.81761581185508
millions,-53.60259344966044
club,-52.709471654174344
AngelGabriel4al,-50.26910766889388
logging,-51.96391672257198
spirit,-54.76015146345392
deeply,-51.942992631724884
Wizebaba,-35.954170444279534
son,-60.144742789596364
wed,-52.97210150664496
frustrated,-57.36111540445869
Ilekhaize2,-43.32700471007562
loving,-55.65802634186223
honest,-53.820991717702036
fr,-57.2272487892694
strong,-59.598782872125156
40,-56.001913477086624
IremirenO,-47.70243681516193
deserves,-55.31734030958662
anoutsider4L,-37.56693784023004
increased,-55.253305546463594
pretty,-53.32557223437421
continuous,-51.218343272845374
Zenith,-50.94690814452443
sake,-51.42293874098557
match,-54.483224729148084
favorite,-59.9146586051659
1Eminence,-49.756480528268874
ecobanknigeria,-52.729328858237324
sponsored,-56.877444207459504
shakursman,-43.66238866350279
regrets,-57.67879427967282
happiness,-51.28974680253317
restriction,-55.99740016457268
earth,-48.43440082234281
pull,-56.09733982801774
Upgrade,-53.76831011911156
Vaccount,-53.74563539713588
stupid,-53.398392806170335
input,-52.64827333764506
congratulations,-61.04259570354571
remains,-51.310221582696464
sey,-53.469978729852414
laidis,-55.2561267600689
UmanaGodswill,-40.605098101579166
3k,-56.45125625045942
lovely,-57.22809088135163
Ahh,-53.1762321069163
Ready,-51.59383282703621
checks,-52.387380784527274
Veelagers,-56.01553043625295
claim,-52.99106972610371
earlier,-54.04003484917556
fault,-54.83074893223177
completed,-53.44196579482409
Sadly,-48.499783168102496
Werey,-56.06173582203663
Ha,-52.60279958399969
kain,-52.958281651349715
occurred,-49.71613321953113
investigation,-45.44707462126039
validate,-54.29243239855397
24,-51.530938414157205
rates,-54.170424964205104
Level,-51.12813452393955
Till,-56.20118670095642
car,-53.62781308440829
turned,-52.63100304595846
23412271396,-49.65542963404713
traditional,-56.7033205096412
solution,-52.49985758158059
influencer,-54.29095857294789
kinghills42,-49.82854314402735
terms,-47.825170366434016
Cheryl095,-45.82466595787267
DJAkon123,-52.94370816463217
suffer,-50.65007123010674
Khloroman,-41.541122872832645
Referral,-47.909172100542726
born,-58.630910499012934
Hydrojr,-50.56837264868702
Allah,-59.3469924702353
beneficiaries,-57.6703441274634
appreciation,-53.154504360540116
fintech,-59.19825629957535
veelager,-58.78032819082443
overdraft,-55.011788437661565
shes,-59.09666869983285
bequimon,-30.143351367663445
500,-58.19368761837569
disappoint,-57.18828866410577
situation,-56.49761434411913
effect,-52.351865981039474
There’s,-56.38323027916061
checked,-54.968737668724344
nonnyFR,-51.94908716547344
joke,-55.49202786924779
served,-30.38913521282528
ahm,-46.944766263283235
removing,-50.45598870733477
linked,-50.80503045386271
NA,-44.02430540067749
27,-44.675565635548665
den,-53.04334947004402
checking,-54.52841987893168
Just4her7,-49.951711007340975
Put,-56.26541494134897
obaofcanada,-45.202933768812265
Nugagames,-37.56944416669429
crzyeastender,-46.03901005113189
sound,-57.61052899603899
pharteemarh177,-52.85818528590563
boost,-53.88886168204746
Plz,-45.400776607318406
partial,-39.52815185882467
November,-55.711116139600826
monitos4all,-37.656730717689975
hony8800,-49.94285277938903
Stamp,-53.843049168768786
18th,-34.29905116244061
human,-60.767821577687826
Olami,-47.860575359498654
hoping,-57.38304841346919
upgradewithVbank,-54.625511956431055
they’re,-55.46910587766652
downloading,-51.410104722183824
dinner,-58.339981253558406
CEOTNDNews,-43.57554257596418
DominionMilli,-48.888618587181824
main,-54.567420502139086
manlikedre1011,-50.38959405741148
discount,-55.09840439115318
law,-44.83108881041619
tay,-50.15841521265241
laycon,-54.96765932985122
arahmeedhey,-53.338896024708774
hate,-53.941154384027534
ALATBYWEMA,-9.081486801306744
1m,-55.869309583652615
subscription,-52.273970447260126
ona,-46.75600921734492
LetBuniGo,-9.440036611239803
hungry,-53.492116516192105
Echos18173644,-35.57332886160019
Sum1sweet,-35.765427732641406
entry,-56.16548200877216
psalmuelotaru,-30.7920240912237
bike,-36.64533039360691
mic,-53.78015975346367
GazetteNGR,-42.80349527317452
cellinapaul,-36.39950676834807
IsikaWilliam9,-36.83885499005055
bend,-41.475570674012985
promised,-57.864551429804074
naa,-52.98862421349256
YomYom,-43.0910250299563
attempt,-54.32689709753369
manage,-55.00385735935443
IgboHistoFacts,-53.15924951083588
conclude,-50.95942559781367
fest,-52.54011083643713
commitment_always,-38.99491526464923
services_reaffirm,-39.41695222346591
followers,-52.39451409503571
loosemediaNG,-52.57205014182043
Wo,-55.971209867204486
therealgodfrey,-44.50426725262496
IamKellytams,-50.426624466422425
lireimtlz,-48.16361674090716
password”,-34.97456628587316
“forgot,-40.93583768677273
easily,-52.78047784089468
PEhibor,-53.85694611106783
push,-54.205064738798185
act_best,-40.27592632167431
Tifefabunmi,-45.96994229537666
Vaccounts,-32.81681634831302
Mavins,-42.662845338024056
100K,-33.30911635527574
Miracic,-61.68470057204648
fight,-55.90136077783166
ayra,-61.04280540748034
settle,-52.52018027999066
calm,-57.610215227186394
sum,-58.372972738639085
missed,-54.877025358185975
iamseunalaofin,-50.21668689030403
feed,-53.73358421668173
AfroDroids,-19.78507413825076
Awesome,-52.474584772313605
raise,-58.94623433688672
Seriously,-53.73465472600008
bamzy333,-51.55626604551188
Chelsea,-54.84693448243103
tweeting,-55.435717970822935
conventional,-55.635071584295176
living,-53.89899177142303
Tier,-53.055856862304466
Betway,-38.140788944006715
building,-59.212682236389405
Nysc,-48.00862894673615
gal,-39.20777487051082
da,-56.451709536631206
messing,-55.21124017307454
gon,-52.97910326062914
favourite,-54.71711775143165
Naso,-50.29154462431985
Saturday,-51.399565147025115
quickly,-59.00182030533553
equipments,-45.99267893294596
validation,-50.449746589354845
count,-56.269783899264496
chose,-53.39990483662027
abt,-52.69921830323712
Hmmm,-53.337970903198716
kudos,-52.10330571233375
investigated,-37.588101772255655
icon,-46.880767232095984
severally,-56.18435606013925
Maiduguri,-39.55894984718952
ThoyinOla,-48.78792617006369
couple,-57.68662691338118
baddest,-45.88588390677933
december,-53.84648527510857
pesin,-57.16946325889292
Uche,-49.65444566568306
starts,-56.189456025279384
fools,-52.680821858404904
applying,-56.19407259983894
Ope,-52.973593823373974
included,-53.028733065308344
MentosUS,-48.42333824481178
quiet,-51.03485011853786
locked,-53.382189090877446
group,-54.25171625753149
yo,-52.44474500663286
constantly,-56.57547770947605
adding,-54.45269499837727
exactly,-50.97499501965122
referring,-49.76323043555919
bigger,-55.72299200227395
tcoeABI7fGOPG,-37.11013593410025
green,-50.48148723985424
Want,-53.6302525165014
Looking,-52.16335949667634
naw,-55.28714160087206
djtonsmith,-48.072681761677025
tcos3xCUjNGx0,-34.003781757279924
ordered,-54.87329828615931
Made,-53.45549641431511
tech,-57.94869745576727
dropped,-52.63364242622106
teach,-54.86784271619411
OsiSuave,-43.47863851899618
Funny,-54.44281812116956
queue,-51.47200982644382
TopeofLife,-53.039377692411115
interim,-47.384896752438515
Data,-52.07144074667501
switched,-48.54802421537127
0,-44.09422921818055
misschifavoured,-37.465134928193436
Visit,-54.48901380398994
Person,-52.13502028592907
searching,-47.826281949287115
SMS_charges,-52.18615254224601
require,-53.90093747408896
hidden,-47.54506490006142
Talk,-59.912835728068394
outside,-52.77310887564781
shortly,-51.10947496490806
chief,-55.896688747443044
Tonongo,-43.76770487081153
difference,-57.38815047893395
hearing,-52.756030357623736
johnmik,-54.36288516969971
counting,-38.409096678577676
willing,-53.28729025029318
Vside,-60.16150966227488
valentines,-55.10315075381857
Apologies,-54.352708582975495
Naija,-57.81241448005412
naija,-56.821622843091674
Although,-55.740002031151896
se,-50.90283318404463
non,-49.267839065170094
spent,-54.39457063257878
UAR,-54.066807827547976
ohh,-54.22886381432928
probably,-57.272061140252944
Tweet,-45.76522794531181
gone,-55.32511200849579
OlakunleHughes,-48.61459641255751
vote,-49.30108326234885
partake,-55.123360818925576
Hurry,-51.07541229597913
kinda,-53.03024837556429
rich,-58.3658171206736
corner,-56.37621874710562
10_highest,-37.06614480451967
door,-48.181922443553944
2019,-56.22855313873384
Grab,-49.88833182062397
Kai,-56.516159432746974
Fool,-54.4742213275634
sonofokere,-42.67792756998902
proposal,-51.59708693240862
tco391nN3ODXn,-47.22866125437945
Tried,-56.69249714470241
unlimited,-54.416413390465976
keeping,-54.29790933163491
convinced,-54.2931313777797
Rhemidiva,-42.90105883057314
picturevideo,-33.37930416305497
highly,-50.136531291629545
TiwaSavage,-56.69974588019825
arent,-59.78762017014532
imamabdulqudus1,-49.749049751254674
dalmeidaolamide,-52.12735442577873
section,-54.848224826072325
Johnbullah,-38.45904793361095
60,-40.905533027871435
father,-51.346763409366616
reality,-56.556549387015075
file,-43.99099641518113
PurkinjeNurse,-30.638714627826257
SavvyRinu,-57.76657077305802
taqueenobi,-31.69846462843444
UchennnaOkongwu,-32.55791977041298
manually,-41.641401030253206
committed,-57.2006666335629
collecting,-55.19731015382158
darling,-53.178981786866785
Chai,-58.565952937312986
shake,-51.62939859470923
Laundry,-39.77119300091913
perfect,-50.79606487217908
Move,-56.95753326235169
costumer,-53.03235104338478
plug,-52.7688082975882
computer,-54.01199681233897
changing,-53.01797263601412
paystack,-59.28873255100639
BasiliKitChen,-53.18905131799258
Power,-46.20234444721281
Update,-53.19991873508827
double,-55.47283136945465
Port,-47.50244126078958
BOLANLE,-52.547039077691984
Oludetosin1,-54.44855393142888
anyways,-56.10800795062932
ignore,-54.91509335181989
fav,-54.57032411843156
DavidSymply,-53.28125905789853
everytime,-52.372898883629496
fire,-55.96943673354499
rejected,-52.43692828098521
w,-53.59148889593719
relate,-53.49480446988094
Omoh,-52.103794008643334
advise,-55.966293285088724
zubby0411,-42.310508397874564
content,-53.472564392359736
AremuOl,-37.51439510806725
Sincerely,-53.25346724662581
Interest,-55.47693722400927
wished,-52.19636789976448
perfume,-47.73736012180477
size,-52.36853115256448
FG,-56.84229603181106
JemimahSimon7,-51.18979026264249
pack,-57.271515112803996
EmmaTosinemma,-54.55850997040708
cold,-28.85111289935542
owo,-56.254856670493695
gbe,-52.969222214685665
space,-58.08099970356701
you’d,-56.59999995906411
SKENTERPRISE1,-43.83762612285348
lockdown,-54.06484371210631
11,-54.72322388452656
None,-49.98721622732347
hunger,-51.34578283640236
helper,-34.87786099966005
220k,-36.69745623349002
sharing,-58.928153036896795
bit,-55.08251587674749
1003085798,-38.710767855153925
liquidate,-48.460021215961625
Meanwhile,-59.890465958999094
wealthwunmi,-52.981577745589604
Ecobank,-42.578431781769524
mention,-54.18331398542835
lady,-56.98542000776619
merch,-51.673032008179575
exist,-54.36993415862888
CharlesEastmond,-41.05040133533954
patronage,-49.999618830067995
recipient,-51.68701297573822
husband,-56.732341320455824
flight,-48.24854241955197
Icantbreath,-43.69358954013745
simplybarbie,-55.333563852943385
APP,-42.001355785242794
Number,-61.24009801565995
slow,-57.05080393667848
1000801993,-50.73143646015307
enable,-54.00604032290461
dope,-54.98552242833273
ffs,-51.898586034065225
trial,-57.45423135235817
Ahhh,-53.87639439092447
total,-52.67860687476796
glitch,-49.99225009657374
posts,-40.90624954721243
Buy,-55.088461989126195
sparklenigeria,-40.86850514273937
Winning11,-51.63162262160245
sincere,-52.78342920028388
OGA,-43.494184416507665
hail,-44.36456322400787
server,-53.30912389613232
Las,-44.609578795076715
qualify,-54.84945454160416
whopping,-39.82794513914471
Neva,-55.5024258939843
Entertainment,-48.34372659801304
accessing,-47.757839243541795
BigSwissMo,-49.53218894295036
Looks,-58.15316619472823
Emails,-53.80164721998113
engage,-53.30926613996572
AlphaBrand,-39.52655752311059
omogawd,-49.6108585085869
Games,-52.52893926229565
entire,-53.64842787046006
priority,-50.60196373965989
Village,-47.09400464767221
Xclusvkachyart,-51.870050039470364
Definitely,-53.34264848666007
exciting,-51.902478511425706
preslaurel,-43.00764582336436
patient,-54.20351188123229
MothersDay2022,-45.58241387019158
Years,-45.247042236077
repeat,-58.592451805103885
Michealmarc07,-37.95501894007367
engaging,-54.28444648999225
honestly,-55.266955094232785
Can’t,-52.043265202383395
track,-54.76036015935978
promotion,-54.02342403172733
Ayam,-43.1552207927897
USSDBanking,-42.51837595691125
OffiongEtimUmo1,-54.10244952317145
highchief,-43.66803340954998
brain,-56.68722148224553
shoot,-50.454594686114795
susieeo,-48.298760920253244
ubanicee,-50.81282237453665
processing,-49.17103814058247
blues,-53.19258296559348
THANK,-45.225993082520795
separate,-52.01562519267713
married,-53.87484647471783
finished,-57.78329565707118
result,-55.3906735491488
Mad,-53.42642154958163
Living,-41.18247529511348
health,-52.19026926618182
Union,-57.999991961031235
daughter,-57.524645208385934
whatsoever,-50.62961134114493
UnilagNuga2022,-36.7361903371936
simeonkoolluck,-50.97019541038596
effort,-54.25108998621702
VBanking,-46.73534822286917
2nd,-55.33337967551162
Fame,-15.83528237745386
UnilagNuga,-42.46216380327613
watin,-52.57308596120947
placed,-54.7486219242679
learning,-54.730579159440516
admission,-52.433624602152484
university,-52.67607731375173
DeeTwyze,-45.64728738755874
unfortunately,-57.24575147243252
located,-51.88433251827975
for,-50.846963870873736
Team,-53.60958308825502
hrs,-50.9069778040716
render,-54.06070534850401
Aje,-52.164413943320355
Choose,-48.19877669978138
Daviddulac,-41.97227538135618
av,-57.8216261813201
myvpayafrica,-45.99038731885202
public,-56.223723449300664
Leave,-51.316532595416604
fundbaeng,-42.48264039986804
Cool,-47.001776805112904
TOTE4,-43.87084558787592
July,-51.09685069416314
helped,-55.65546769897703
Daddy,-49.6473734626298
build,-54.98263713612202
alright,-57.465601749877
load,-52.41050310260992
Bashkingclothi1,-56.15318560644188
Gods,-59.07336914403222
Name,-43.23253693475709
winniie918,-39.70956592371804
problems,-52.395685142490386
Access,-53.99927406774321
moon,-51.18007047620823
generator,-47.84025122034778
conditions,-49.49516929386889
300,-45.17150373515778
shoes,-49.02517357851223
cancel,-52.61028793504113
pity,-54.57447790425722
Owambe,-39.46154983649272
N10000,-51.47639945350343
patronize,-52.24435408189281
Ojbest5,-51.675921891698316
security,-58.55990207810637
Laptop,-53.49901545356876
convenient,-56.16736424420396
president,-54.5522064962507
exercise,-49.00633926629716
streamed,-53.510466974242135
misbehaving,-55.73486545091563
tundeakeredolu1,-34.237938387018055
DahBougieGal,-36.95851582045498
optimally,-54.31902620252146
Physical,-54.02842173985059
earned,-53.684308065065494
tap,-50.00858055310035
Look,-61.917226162304104
ah,-54.24980715912292
opt,-53.34793155376082
aburolukaku,-56.61115269699765
12pm,-36.84212867838743
gladly,-53.329306541447025
complained,-52.777644850513525
Enough,-51.075416467772165
mess,-57.95022608635131
we’ll,-53.26808539564118
2741374609,-37.51942866751434
smiles,-56.89234961144972
Nd,-39.910854417576374
magic,-52.37736271762791
Bet,-38.81230018731384
HOPE,-42.988139921305695
Yo,-53.872741124578745
abdulkhaliqfem1,-50.75332862113338
hangout,-56.44314902305815
bayii,-55.74447119843636
asleep,-52.809371786552724
Oshey,-53.81844726584427
wandecoal,-15.916666370855863
campaign,-50.15519971215764
aside,-55.359462810062105
games,-54.48483823732142
SayGhost,-50.86342715345152
tips,-58.00938362900275
DonJazzy,-58.16369966953047
Wed,-52.547949552775286
RedlyfeC,-53.7699974658566
anticipation,-54.49996889129319
GIVE,-46.454915172059785
LOAN,-30.604553655994902
award,-53.301041341008826
Vbanktargetsavings,-49.396826777992814
NEED,-31.453808683823272
thompsonever,-38.42926126847411
lives,-53.02486845122845
Yea,-47.94981316543063
dropping,-63.57766006763878
iamstillonstill,-53.957451114471525
PoliceNG,-43.87250543188834
Guess,-53.76469356784756
LaPauliffa,-51.629876977870325
Register,-58.216627488846335
behalf,-56.7686686572978
incorrect,-52.67712145870274
prettycachy,-43.04504736878174
koreofficial07,-24.27233467055629
pride,-52.88081727047125
CCBenji,-36.7404458003276
BrodaGokay,-55.79887243188692
PhilsNwachukwu,-31.157914605787695
PeleKere,-46.69232791139518
aidume,-30.274043752542514
Dekunle1,-40.8672238496909
EP,-55.52142588670992
beryljammie,-52.31972955252056
reaching,-56.198841882410605
Create,-51.31616233794691
action,-55.99219019941908
heavy,-59.30822100555837
ain’t,-52.42647190602125
room,-59.30735422648698
Swift,-53.88916287346191
coz,-51.899262860379075
ShegunEJ,-52.348306044304955
bread,-57.161143956321474
ended,-51.54051971838312
iamSirkem,-50.984157284117465
GWMayowa,-50.73010545702371
jonahfeylom,-47.38235173266785
farming,-39.037408878963944
woke,-54.89234342376886
favour,-52.27668688438573
crying,-57.2229094261329
Stay,-53.46682567081795
DECOMMUNICATOR,-49.086478179897064
nw,-54.259913590223334
large,-56.99436340340755
chosen,-50.03739971726895
fair,-57.81474982839178
approved,-55.43128315550463
rolinkstreats,-54.321626801332464
transferring,-50.684378341056494
japa,-58.341888655845494
when,-47.56542994492913
retweeted,-48.35149204321126
authority,-41.781775974883196
Baamii,-34.33818570728434
channel,-57.79320826833809
ArubuKenny8,-49.75166288798996
palmpayapp,-57.79913575861331
fraud,-55.52590292751519
comfort,-54.2158749752076
mebenoitz,-53.224906457972885
chatting,-50.03607897741669
Forget,-54.774178301148694
losing,-55.6086820896726
ikoyi,-48.50250977833476
study,-48.31040732730129
operations,-50.07707660275258
resulted,-37.55779938498191
getat,-52.210712142469085
dial,-48.85818031754158
replied,-52.5908205573741
rapt,-49.83926269894075
eckowoicho,-50.00130933836084
federal,-56.555821884629026
Havent,-51.81602340512302
acknowledged,-51.51648204143939
buh,-57.39793665672571
shut,-54.120659326282066
Harcourt,-49.93778525168693
considering,-56.80058406989567
juju,-53.6630235705561
rejecting,-54.21484143300918
vs,-54.92724444786962
adufaye,-50.17260530878984
confirmed,-56.125103162559206
announced,-54.67834278397551
Mine,-54.029691134697316
Guy,-57.42300626435801
UBACares,-56.181628518652325
kobo,-54.071467583067395
notified,-58.800582512018224
Read,-51.83254503656121
gomoneyng,-52.64191159458266
Benjones007,-53.611673819479314
comedy,-53.43340338270571
Hotel,-41.39354814210096
olalereabdul,-42.82085803610403
four,-54.29461733391336
local,-53.124957124667915
seem,-53.24739288092603
known,-55.265257251258
Glad,-54.72682903581516
40k,-54.45251859985583
1million,-56.752929497126985
dreamz,-43.86021273157779
LindaikejiBlog,-39.87992472476242
staffs,-58.41634977492179
Davido,-56.52543812214949
DrOlufunmilayo,-46.89545608792028
MickaelVogel,-53.515156472838065
Maryamshay,-47.82546379210552
Transfer,-55.211813330215584
femid,-48.759436693302156
positive,-55.33752205538196
26,-57.88744084467303
PIN,-53.587359492984206
j,-52.03805435805996
thieves,-56.35841120794989
Anytime,-50.19439973871341
installed,-48.14297281285699
taya,-54.76201722416424
goodness,-51.89801292330796
BloodySamaritan,-55.167942720795736
greenhouse,-39.39920259312248
returned,-50.9316225857701
Chill,-40.23119505420461
maintain,-53.73055740385939
Stand,-40.688680505272785
planning,-58.049793907040986
fed,-51.721009938845775
debiting,-55.03551147317752
EvergreenUmoh,-53.76233328871342
language,-58.65656814714669
lifetime,-45.84592661308639
TotoSchilacci04,-47.166568676655444
website,-36.362711368314145
ItzAngelThomas,-41.507619746070645
prayers,-55.27628823662352
uba,-30.729292772348185
there,-54.009521296142005
Vees,-48.851161819168105
deh,-56.06913168081758
Remmzor,-41.90095524690487
whos,-56.39958659838525
hell,-56.403901567553035
covid,-50.64336743108171
explanation,-60.205915827255545
neck,-52.813746839241254
cameras,-40.58390475654705
Engaged,-39.14227067952795
instructions,-60.18508733252022
Customers,-57.21706903347888
whether,-55.27207489250885
picked,-54.53550847472657
wasted,-54.737868517568316
Ahha,-39.39041713355739
loss,-51.77963311689763
hin,-53.65314626118764
je,-56.41525085502427
Saw,-57.13705297094819
Month,-54.55313326791793
Heres,-51.84383166399038
shaa,-52.46450289375793
JOHNIYARE3,-59.92409827999517
Received,-55.30085447195327
design,-51.89761295641825
shutdown,-42.415569865223794
watching,-57.37528253637981
greet,-55.418449591953596
rayade,-53.27409885188797
Paris,-32.448949737296836
artiste,-45.74599091121344
guarantee,-57.58707855734997
BeforeWeFallAsleep,-54.555416301957585
lack,-55.48707944542859
latest,-53.706325422655546
exceeded,-53.978148617999466
KELLYROWLAND,-52.7004109249923
letter,-56.0311260818176
Opeyemi,-52.85071149436656
VPN,-60.24913017382262
hide,-54.20099485714298
Shes,-52.93856369173673
behind,-50.66395498246316
CallmeKeM,-49.807587471683355
FCMB,-53.52543849873045
NugaVbank2022,-34.727360159276145
Top,-52.30769342409125
Mercy,-42.879709256232
Easy,-56.815787974351
Nonsense,-60.523257065397964
AbbeyMortgage,-46.49370887027379
base,-55.37759636866974
Camp,-47.46377503668825
subscribed,-50.5549006784848
Whatsapp,-48.8484947191595
mistakenly,-57.97903776405686
odun42000,-50.84900168827755
Morning,-50.93474217783441
ChildrensDayTargetSavings,-51.81203729301669
VbankLagoscorpers,-53.131674149423645
moved,-57.3095809137108
hot,-56.54245812399103
reminder,-52.581117492689344
ministry,-36.19418595291834
dashboard,-61.23229142054619
MasterCard,-52.23604858038232
Reply,-52.84912274892706
star,-53.04442194146386
dime,-59.03144168707486
Ore,-54.05278214388234
lexyy4real,-53.83905021320119
properly,-54.43570122490163
Mortgage,-45.08608749265234
Unrelated,-49.22810249874921
ZeekiHodl,-46.38908190590602
joking,-52.181142767803316
Dy,-47.96630849287629
reversing,-51.45508553032892
frustration,-53.30493897250162
yesliya,-47.33884443990376
pwettyspice,-49.96235949083134
Johnnywestt,-43.91841726061905
disappointing,-53.775542477125626
oooh,-53.02974077893795
stake,-55.62193309398983
joeboyofficial,-47.29891961582397
egbon,-50.328933713272434
Olimini1OfPh,-52.04957322317911
jst,-52.829922961258966
drag,-53.740659639475595
MatanmiAjibola,-52.133309768523574
third,-50.459486489497905
ZV6AO,-43.12106163481283
brothers,-60.1953830210027
Upgraded,-52.00134924756807
audiomack,-53.92851393621219
jor,-55.338680976492356
allows,-54.55754182249936
verifying,-44.175075022203025
feels,-53.072537297641645
TheNenye,-49.78144723900519
tomoro,-29.329617201393464
Peaceful,-39.08606849722892
maQmilliez,-48.78311049538656
7k,-48.702250451166314
rugerofficial,-56.56821806491847
Senior,-50.52879105174287
SymplyTacha,-48.352686140212434
referred,-49.694405602705345
hop,-50.662137153025874
additional,-53.714810655294976
taste,-54.85926617959978
engaged,-43.351401245368734
akindolu,-45.47635267565007
textbook,-49.7232917476939
Listened,-42.07884422944785
childrens,-50.9078878204034
taken,-57.28345160391645
3days,-50.69398645488511
ACEcool101,-35.15286383678618
DPRINCEMAVIN,-52.97758781880319
SewaHerself,-51.094447715443444
Email,-53.92628949666371
stamp,-52.334839201697356
numbers,-53.44081571066844
trove,-45.558688229336624
commitment,-39.70447688972883
WeVillagePeople,-38.03430315422273
brightbeee,-46.206485304512725
motivate,-51.43064701328944
Credit,-53.76398037565692
Switch,-53.93245083460725
attgideon,-50.38963655838386
perish,-45.21620363150809
development,-54.76548425052968
all,-51.94953973379142
improve,-52.90578845393129
artistproducer,-37.82037369294153
HantecMarket,-40.09629848360021
board,-52.77934876650147
tcoB5ZjGZO3kK,-39.46061312139989
forth,-53.21705812077993
sadly,-53.97530431185943
judge,-56.658860573817705
PROMISE,-36.30833100937584
nawa,-49.02740471263656
wo,-49.68957702199441
landlord,-51.135860972200206
tizzyvegas,-43.75274725747478
AjiboyeJosephi1,-51.7705552752206
September,-50.19993942260303
activities,-60.29410737984588
williamsayo11,-46.104260468911676
baengah,-55.95485869368855
brightbhoyy,-53.69874876315419
Jibsman1,-52.02603013437781
disguise,-54.11266074543495
remembered,-52.91643190347309
joining,-50.62695996698293
season,-53.27491205183996
4th,-54.26987161872731
Aswear,-52.51996492712448
Thought,-48.57640301580042
aje,-59.073247379283146
operating,-53.69661494349653
unique,-53.36820383660932
women,-56.52262609572804
shaking,-48.78089828849188
lyk,-51.0905850743213
shower,-51.45160357854031
Perpetual002,-51.53738647212906
transacting,-55.02121428343125
budget,-56.57930400627835
GloWorld,-54.16858259568552
swaagsphotos,-51.311742547358165
pressing,-51.6287781582699
instantly,-51.118955123688686
SEND,-42.09031737529568
14,-53.72490055225616
partnership,-52.69323722134635
prays,-32.14350813991975
anymoreso,-33.416942951014576
Kimjinkyu4eburu,-40.950280660226575
brought,-57.15729100587335
rating,-53.144544020232374
Bolt,-44.676771616034856
doings,-53.2181999773693
wound,-51.36855228383284
jejely,-56.343314475265885
decision,-54.089593737534784
met,-50.26066728665324
1003776816,-28.250804195140695
2144032833,-29.165097335960983
aid,-55.296573384226654
stephenolgade,-38.89545640392518
N100,-48.9583882463277
henry,-28.203377122335212
​,-46.442045881948246
vbanks,-46.30787976513165
NDICNigeria,-35.45413681559642
Swears,-56.9729619875127
Mavin,-55.19874795878966
VBankMothersDay,-45.903567118549326
voucher,-49.168601701326885
bicycle,-52.829070867394165
Wema,-55.55271422459113
minimum,-51.02302423988018
UK,-51.63771896664356
BodRepublican,-47.774549860253885
ecobank,-31.357496577280624
shortest,-43.01434952744313
concerning,-53.25404553606792
emperorabdul,-51.41486234365116
Pele,-56.28335993033527
Centre,-58.58593291584945
ThankYouOrijin,-41.9194532347489
kan,-43.70857743750483
disturb,-53.57055329784066
loosing,-56.692160738565896
restoring,-39.82556481180404
soul,-42.497441783529645
Contact,-52.52101467651695
escalated,-39.36008303171761
shirt,-60.516153044214995
zenith,-50.69890437338912
MrBee,-52.05560785873798
HabibtySid,-52.77200265875062
Buhari,-56.37583187837968
penned,-33.01719963417129
Standard,-50.687158071429494
parent,-52.50001914146473
crush,-55.425030486565355
HaFeestoNova,-50.3781648731736
calming,-41.16428515956062
scared,-51.05590158146457
hajimusteey,-42.86940347007116
AugustThe4th,-42.46974116747632
Doncristobal23,-43.49582912333914
Noted,-47.32449774363179
LISTENING,-35.14565705273286
aunty,-50.394307553747595
luchyyka,-49.02452556132799
“Account,-47.008646726745106
CC,-49.51328356373065
responses,-51.09123140143358
iamdbanj,-12.109770817624334
wristwatch,-48.12205232714664
Godwin,-55.501511198383184
bin,-48.6966195339065
sponsor,-53.01078528168427
ohhh,-51.61042127386854
supporting,-53.61900217681561
partners,-56.83920259115129
cybersafehq,-53.134693186743235
Nebukadnezzarr,-41.4027441802151
Incase,-51.915870652923395
Kobo,-57.14410006220771
invisible,-52.399801735541566
odogwu,-42.033692822405875
boxers,-54.825692480366904
alive,-54.13619609541279
PUT,-33.17459833811867
celebrating,-51.28477240698385
morning_boss,-38.52416658890234
posting,-49.47368177993913
OPayNigeria,-51.44156304929659
